Date	MS 	SP100	Apple	Dell	HP	IBM	Intel	Ford
3/3/2004	26.37	566.51	23.92	33.13	22.97	96.84	29.04	13.88
3/4/2004	26.37	568.32	25.16	33.13	22.83	96.39	29.65	13.69
3/5/2004	26.35	568.45	26.74	32.26	22.74	96.45	28.95	14.1
3/8/2004	25.83	563.67	26	31.2	22.66	94.59	27.7	13.7
3/9/2004	25.72	560.9	27.1	31.71	22.34	94.53	27.98	13.53
3/10/2004	25.37	552.8	27.68	31.64	22.31	93.06	27.31	13.19
3/11/2004	25.09	544.16	27.15	31.99	22.02	91.21	27.08	13.02
3/12/2004	25.38	549.92	27.56	33.05	22.36	93.3	27.69	13.29
3/15/2004	25.16	542.26	26.45	32.97	21.71	91.82	27.1	13.02
3/16/2004	25.18	545.56	25.82	33.13	21.79	92.45	27.16	13.08
3/17/2004	25.13	551.48	26.19	33.3	22.12	93.39	27.79	13.37
3/18/2004	24.89	550.69	25.67	33.43	22.07	92.85	27.2	13.32
3/19/2004	24.63	543.68	25.86	32.92	21.63	91.62	26.49	13.06
3/22/2004	24.5	536.1	25.86	33.09	21.38	91.02	26.23	12.91
3/23/2004	24.15	535.15	25.29	33.17	21.39	91.32	26.16	12.89
3/24/2004	24.41	534.49	25.5	33.01	21.62	91.77	26.53	12.99
3/25/2004	25.19	544.31	26.87	33.76	22.35	92.39	27.79	13.18
3/26/2004	25.03	543.52	27.04	33.4	22.36	92.77	27.38	13.28
3/29/2004	25.31	550.46	27.91	33.88	23.17	92.68	27.69	13.41
3/30/2004	25.2	552.53	27.92	33.92	23.13	92.32	27.43	13.65
3/31/2004	24.93	551.13	27.04	33.62	22.84	91.84	27.2	13.57
4/1/2004	25.08	553.64	27.11	34.03	22.93	92.37	27.38	13.42
4/2/2004	25.85	558.1	27.5	34.66	23.08	94.2	28.12	13.66
4/5/2004	25.95	562.86	28.32	34.99	23.64	94.18	28.55	14.07
4/6/2004	25.8	561.58	27.83	34.69	23.35	93.7	28.27	14
4/7/2004	25.59	557.28	27.31	34.82	23.12	93.08	27.62	13.67
4/8/2004	25.48	556.12	27.53	35.63	22.87	93.12	27.37	13.59
4/12/2004	25.61	559.49	28.04	35.79	22.63	93.74	27.6	13.69
4/13/2004	25.45	552.24	26.93	35.33	22.25	93.04	27.67	13.41
4/14/2004	25.51	551.88	26.64	35.54	21.99	93.7	27.37	13.24
4/15/2004	25.22	552.47	29.3	35.24	21.89	93.45	26.66	13.12
4/16/2004	25.16	554.94	29.18	35.36	22	92.28	26.45	13.34
4/19/2004	25.53	555.78	28.35	35.73	21.72	91.94	26.68	13.35
4/20/2004	25.33	547.1	27.73	34.88	21.16	90.65	26.07	13.56
4/21/2004	25.45	549.2	27.73	34.83	21.32	91.26	26.28	14.94
4/22/2004	25.95	555.24	27.78	35.4	21.81	90.74	26.52	15.77
4/23/2004	27.54	556.8	27.7	35.96	21.67	91.28	27.53	15.7
4/26/2004	27.24	554.62	27.13	35.71	21.67	90.43	27.15	15.69
4/27/2004	27.22	555.62	26.94	36.31	21.26	91.11	26.88	16.03
4/28/2004	26.56	547.84	26.45	35.65	20.7	90.41	26.35	15.5
4/29/2004	26.48	544.54	26.77	35.29	20.24	89.08	26.13	15.37
4/30/2004	26.13	540.88	25.78	34.78	19.7	88.17	25.73	15.36
5/3/2004	26.35	545.85	26.07	34.89	19.65	88.02	26.04	15.27
5/4/2004	26.33	547.15	26.14	35.31	19.88	89	26.28	15.41
5/5/2004	26.3	547.19	26.65	35.71	20	88.96	26.2	15.12
5/6/2004	26.12	543.9	26.58	35.48	19.78	88.36	25.98	14.89
5/7/2004	25.78	537.35	26.67	35.76	20	88.19	26.47	14.4
5/10/2004	25.93	532.68	26.28	36.07	19.92	86.88	26.55	14.01
5/11/2004	25.94	536	27.14	36.66	20.11	87.13	27.77	14.38
5/12/2004	25.94	537.17	27.3	36.45	20.11	86.81	27.57	14.49
5/13/2004	26.1	536.23	27.19	35.8	20.03	87.19	27.44	14.41
5/14/2004	25.86	535.47	27.06	34.72	19.61	86.41	27.04	14.7
5/17/2004	25.54	530.4	26.64	34.31	19.5	85.53	26.84	14.27
5/18/2004	25.83	533.82	27.06	34.36	19.83	86.06	27.15	14.45
5/19/2004	25.62	532.28	26.47	34.05	20.55	87.05	27.11	14.08
5/20/2004	25.73	533.2	26.71	34.19	20.73	87.42	27.41	14.18
5/21/2004	25.89	534.33	27.11	34.62	20.82	87.13	27.55	14.24
5/24/2004	25.76	534.04	27.34	34.5	20.74	87.1	27.74	14.29
5/25/2004	26.1	542.39	28.41	35.33	21.02	88.7	28.1	14.68
5/26/2004	26.14	542.6	28.51	35.34	21.25	88.35	28.37	15.02
5/27/2004	26.19	546.32	28.17	35.13	21.14	88.59	28.45	15.04
5/28/2004	26.23	545.13	28.06	35.24	21.24	88.59	28.55	14.85
6/1/2004	26.11	545.11	28.06	35.21	21.17	88.12	28.33	15.04
6/2/2004	26.13	547.58	28.92	35.67	21.31	87.98	28.01	14.89
6/3/2004	25.89	543.92	28.4	35.2	21.12	87.35	27.41	14.75
6/4/2004	25.95	547.08	28.78	35	21.26	87.56	28.14	14.91
6/7/2004	26.43	555.69	29.81	35.26	21.66	88.64	28.75	15.2
6/8/2004	26.6	556.74	30.35	35.35	22	90.04	28.99	15.42
6/9/2004	26.47	552.3	30.2	34.87	21.92	90.09	28.4	15.4
6/10/2004	26.77	554.9	30.74	35.1	21.75	90.46	28.64	15.58
6/14/2004	26.9	550.06	30.12	35.05	21.59	90.07	27.99	15.22
6/15/2004	27.41	552.79	30.69	35.68	21.7	90.54	28.43	15.41
6/16/2004	27.32	553.43	32.74	35.39	21.5	90.38	28.12	15.63
6/17/2004	27.77	552.6	32.81	34.76	21.09	90.44	27.63	15.64
6/18/2004	28.35	554.81	32.91	34.81	20.92	90.06	27.64	15.89
6/21/2004	28.35	552.36	32.33	34.62	20.79	89.49	27.52	15.65
6/22/2004	28.29	553.47	33	35.05	20.89	90.02	28.04	16
6/23/2004	28.3	557.8	33.7	35.23	21.13	90.79	28.52	16.36
6/24/2004	28.39	555.71	33.18	34.92	21.02	89.99	27.95	16.15
6/25/2004	28.57	549.75	33.7	36.02	20.81	89.55	27.78	15.85
6/28/2004	28.28	550.48	32.49	35.31	20.98	88.71	27.38	15.65
6/29/2004	28.5	552.51	32.5	35.65	21.1	88.29	27.6	15.87
6/30/2004	28.56	553.87	32.54	35.82	21.1	88.15	27.6	15.65
7/1/2004	28.63	549.01	32.3	35.54	20.58	87.5	27.02	15.02
7/2/2004	28.57	547.17	31.08	35.13	20.41	87.04	26.33	14.95
7/6/2004	28.02	543.33	30.95	34.93	20.04	85.7	26.11	14.96
7/7/2004	28.1	544.25	30.39	35.21	20.26	85.35	26.34	14.96
7/8/2004	27.64	540.21	30.14	35.1	19.99	83.65	26.22	14.77
7/9/2004	27.86	542.63	30.03	35.94	20.13	83.89	26.57	15.16
7/12/2004	27.89	543.7	29.14	35.48	20.11	84.1	26.24	15.15
7/13/2004	27.6	544	29.22	35.4	20.25	85.25	26.14	15.15
7/14/2004	28.13	541.79	29.58	34.84	19.9	84.13	23.38	15.1
7/15/2004	27.87	537.88	32.93	34.87	19.65	84.02	23.15	15.03
7/16/2004	27.48	535.9	32.2	35.42	19.64	84.28	22.73	14.85
7/19/2004	27.95	536.29	31.97	35.67	19.75	85.3	22.91	14.98
7/20/2004	28.32	539.65	32.2	36	20	86.36	23.24	14.6
7/21/2004	28.86	533.02	31.62	35.51	19.69	85.3	22.56	14.53
7/22/2004	29	535.49	31.68	35.7	19.96	86.06	23.27	14.65
7/23/2004	28.03	530.38	30.7	35.14	19.58	84.85	22.67	14.67
7/26/2004	28.66	530.09	31.26	35.34	19.73	85.09	22.97	14.74
7/27/2004	28.44	535.53	32.43	35.37	20	85.88	23.27	14.88
7/28/2004	28.58	536.46	32.27	35.35	19.93	85.85	23.46	15.19
7/29/2004	28.48	537.28	32.64	35.26	20.21	86.77	24.24	14.95
7/30/2004	28.49	537.67	32.34	35.47	20.15	87.07	24.38	14.72
8/2/2004	28.52	540.41	31.58	35.47	20.37	86.69	24.9	15.05
8/3/2004	28.07	537.92	31.29	35.17	20.25	85.71	24.17	14.71
8/4/2004	28.06	538.49	31.79	35.3	20.44	85.97	23.97	14.69
8/5/2004	27.53	530.19	31.39	34.78	20.5	85.19	23.67	14.2
8/6/2004	27.14	521.83	29.78	34.14	19.9	83.48	22.77	14.07
8/9/2004	27.18	522.42	30.3	34.07	19.88	83.55	22.57	14.08
8/10/2004	27.72	528.77	31.52	34.32	19.95	84.99	22.54	14.32
8/11/2004	27.41	526.54	31.01	33.57	19.52	83.69	22.16	14.23
8/12/2004	26.88	519.56	30.37	33.12	16.95	82.21	21.24	13.86
8/13/2004	27.02	520.72	30.84	34.51	16.5	83.91	21.56	13.8
8/16/2004	27.09	527.3	30.78	34.79	16.9	84.02	21.42	14.06
8/17/2004	27.05	528.4	30.87	34.83	16.9	84.04	21.51	14.15
8/18/2004	27.46	534.84	31.74	35.08	17.53	85.13	22.22	14.3
8/19/2004	27.12	533.1	30.71	34.7	17.71	84.89	22.01	14
8/20/2004	27.2	536.04	30.8	34.86	18.11	85.25	21.62	14.11
8/23/2004	27.24	534.89	31.08	34.95	17.88	84.65	21.89	14.04
8/24/2004	27.24	534.98	31.95	35.08	17.68	84.71	21.67	13.91
8/25/2004	27.55	539.57	33.05	35.34	18.1	85.07	21.95	13.96
8/26/2004	27.44	539.46	34.66	35.19	18.19	84.69	21.77	13.97
8/27/2004	27.46	540.88	34.35	35.2	18.26	84.94	22.02	14.12
8/30/2004	27.3	536.55	34.12	35.12	17.92	84.4	21.6	13.96
8/31/2004	27.3	538.77	34.49	34.84	17.89	84.69	21.29	14.11
9/1/2004	27.39	538.6	35.86	35.47	17.92	84.22	21.43	13.9
9/2/2004	27.62	544.15	35.66	35.52	18.02	84.57	21.63	14.36
9/3/2004	27.11	541.06	35.23	35.25	17.7	84.39	20.05	14.21
9/7/2004	27.36	545	35.76	35.21	17.99	84.97	19.89	14.56
9/8/2004	27.26	543.12	36.35	35.46	17.94	85.86	19.72	14.25
9/9/2004	27.28	543.89	35.7	35.69	18.12	86.44	20.17	14.17
9/10/2004	27.49	546.25	35.87	36.01	18.29	86.76	20.57	13.96
9/13/2004	27.25	546.11	35.59	36.18	18.61	86.49	20.8	14.1
9/14/2004	27.44	546.93	35.49	36.02	18.4	86.72	20.77	13.98
9/15/2004	27.19	542.63	35.2	35.41	18.28	86.37	20.42	13.81
9/16/2004	27.26	543.35	36.35	35.56	18.22	86.12	20.11	13.95
9/17/2004	27.51	545.8	37.14	35.54	18.11	85.74	20.59	14.22
9/20/2004	27.51	541.93	37.71	35.63	18.41	85.7	20.92	14.13
9/21/2004	27.26	544.74	38.01	35.79	18.7	85.72	21.08	14.23
9/22/2004	27.12	536.84	36.92	35.07	18.62	84.31	20.42	14
9/23/2004	27.35	534.2	37.27	34.9	18.84	83.88	20.38	13.8
9/24/2004	27.29	534.37	37.29	35.05	18.58	84.43	20.13	13.8
9/27/2004	27.19	531.02	37.53	35.08	18.4	84.16	19.92	13.89
9/28/2004	27.27	534.19	38.04	35.45	18.24	84.48	19.68	13.92
9/29/2004	27.58	536.56	38.68	35.44	18.52	84.98	20.07	13.86
9/30/2004	27.65	534.86	38.75	35.6	18.75	85.74	20.06	14.05
10/1/2004	28.25	543.11	38.67	36.01	19.12	86.72	20.85	14.19
10/4/2004	28.12	544.74	38.79	35.66	19.06	87.16	21.13	14.15
10/5/2004	28.38	544.48	39.37	36.1	18.98	87.32	21.32	14.16
10/6/2004	28.53	547.89	40.64	36.66	19.18	88.04	21.13	14.18
10/7/2004	28.17	542.28	39.62	36.22	19.03	87.42	21.24	13.86
10/8/2004	27.99	538.47	39.06	36.01	18.56	86.71	20.55	13.95
10/11/2004	28.06	539.92	38.59	35.68	18.64	86.63	20.61	13.95
10/12/2004	28.03	539.22	38.29	35.74	18.53	86	20.28	13.82
10/13/2004	28.03	535.48	39.75	35.38	18.9	84.98	20.99	13.69
10/14/2004	27.8	529.58	44.98	35.04	18.38	84.78	20.51	13.12
10/15/2004	27.99	531.8	45.5	35.37	18.21	84.85	20.61	13.25
10/18/2004	28.41	535.18	47.75	35.77	18.25	85.92	20.79	13.39
10/19/2004	28.18	530.99	47.42	35.72	18.24	89.37	20.8	12.93
10/20/2004	28.7	530.72	47.47	35.37	18.23	88.82	21.45	12.9
10/21/2004	28.56	531.26	47.94	35.44	18.36	88.1	21.69	13.06
10/22/2004	27.74	525.16	47.41	35.01	17.94	87.39	21.3	12.97
10/25/2004	27.63	524	47.55	34.56	17.91	88.43	21.31	12.7
10/26/2004	27.9	531.69	47.97	34.25	17.86	89	21.4	12.85
10/27/2004	28.15	537.78	50.3	34.59	18.45	90	22	13.14
10/28/2004	28.01	539.48	52.19	34.63	18.49	89.5	22.27	13.16
10/29/2004	27.97	540.65	52.4	35.06	18.66	89.75	22.26	13.03
11/1/2004	28.08	540.5	52.45	35.06	18.76	90.11	22.44	13.23
11/2/2004	28.24	540.67	53.5	35.62	19	90.47	22.61	13.24
11/3/2004	28.47	546.73	55.31	36.36	19	91.2	22.67	13.25
11/4/2004	29	555.62	54.45	36.81	19.53	92.38	22.88	13.78
11/5/2004	29.31	557.9	54.72	37.49	19.69	93.28	23.36	13.81
11/8/2004	29.28	557.3	54.38	37.68	19.81	93.37	23.23	13.77
11/9/2004	29.77	556.9	54.05	37.43	19.7	93.37	23.08	14.08
11/10/2004	29.73	555.54	54.75	36.85	18.97	93.61	22.86	13.91
11/11/2004	29.98	560.18	55.3	37.25	19.25	94.79	23.17	14.25
11/12/2004	29.97	566.22	55.5	40.44	19.34	95.32	23.69	14.23
11/15/2004	27.39	566.09	55.24	40.7	19.42	95.92	23.77	14.35
11/16/2004	27.12	562.26	54.94	40.4	19.68	94.89	23.84	14.21
11/17/2004	27.17	565.72	54.9	40.2	20.2	95.46	24.32	14.31
11/18/2004	27.07	565.97	55.39	40.24	20.26	95.1	24.8	14.34
11/19/2004	26.86	559.69	55.17	39.97	20.08	94.45	24.16	14.15
11/22/2004	26.65	561.64	61.35	40.2	20.2	95.11	24.1	14.09
11/23/2004	26.53	561.29	61.27	40.41	20.16	95.28	23.37	14.09
11/24/2004	26.64	562.7	64.05	40.76	20.14	95.46	23.61	14.08
11/26/2004	26.6	562.65	64.55	40.58	20.17	94.72	23.21	14.25
11/29/2004	26.77	560.15	68.44	40.82	20.1	95.5	23.06	14.23
11/30/2004	26.81	557.47	67.05	40.52	20	94.24	22.38	14.18
12/1/2004	27.25	566.21	67.79	41.36	20.52	95.88	23.1	14.14
12/2/2004	27.09	566.45	65.21	41.45	20.57	95.76	22.71	14.23
12/3/2004	27.23	567.08	62.68	41.65	20.99	97.08	23.91	14.31
12/6/2004	27.33	566.59	65.78	41.65	21.33	97.67	24.01	14.27
12/7/2004	27.07	560.94	62.89	41.31	21.08	96.1	23.48	14.23
12/8/2004	27.36	563.81	63.28	41.86	21.02	96.65	23.01	14.21
12/9/2004	27.23	566.37	63.99	42.18	20.87	97.51	22.76	14.24
12/10/2004	27.08	565.5	65.15	42.09	20.81	96.67	22.56	14.22
12/13/2004	27.25	570.41	64.91	42.38	20.7	96.45	22.63	14.23
12/14/2004	27.23	572.42	65.29	42.33	20.6	97.31	23.24	14.32
12/15/2004	27.11	573.45	65.26	42.19	20.71	97.33	23.14	14.29
12/16/2004	27.16	573.46	66.6	42.27	21.05	97.45	22.87	14.22
12/17/2004	26.96	567.39	64.99	41.43	20.96	96.2	22.77	14.34
12/20/2004	26.95	567.8	62.72	41.53	20.98	96.55	22.7	14.66
12/21/2004	27.07	573.36	63.69	41.61	21.21	97.02	23.49	14.71
12/22/2004	26.97	575.34	63.75	41.77	21.21	97.61	23.45	14.83
12/23/2004	27.01	576.06	64.01	41.75	21.06	97.72	23.54	14.8
12/27/2004	26.85	573.86	63.16	41.74	21.09	97.5	23.37	14.74
12/28/2004	26.95	577.16	64.18	41.99	21.23	98.3	23.28	14.88
12/29/2004	26.9	576.53	64.44	42.22	21.2	98.18	23.25	14.74
12/30/2004	26.76	576.1	64.8	41.99	21.13	98.3	23.25	14.8
12/31/2004	26.72	575.29	64.4	42.14	20.97	98.58	23.39	14.64
1/3/2005	26.74	572.33	63.29	41.79	21.05	97.75	23.07	14.71
1/4/2005	26.84	566.77	63.94	40.52	20.91	96.7	22.61	14.66
1/5/2005	26.78	565.21	64.5	40.25	21	96.5	22.39	14.43
1/6/2005	26.75	567.54	64.55	40.18	20.96	96.2	22.46	14.45
1/7/2005	26.67	566.38	69.25	40.19	20.84	95.78	22.8	14.65
1/10/2005	26.8	568.27	68.96	40.97	20.81	95.68	22.88	14.55
1/11/2005	26.73	564.68	64.56	41.08	20.05	95	22.54	14.43
1/12/2005	26.78	567.31	65.46	40.93	20.04	95.21	23.16	14.32
1/13/2005	26.27	561.56	69.8	40.29	19.95	94.45	22.82	14.08
1/14/2005	26.12	564.44	70.2	40.29	20.07	94.1	23.02	14.06
1/18/2005	26.32	569.53	70.65	40.3	20.43	94.9	22.94	14.08
1/19/2005	25.98	563.89	69.88	40.06	20.28	93.1	22.6	13.93
1/20/2005	25.86	561.19	70.46	40.1	20.02	93	22.58	13.46
1/21/2005	25.65	557.32	70.49	40.04	19.99	92.38	22.42	13.11
1/24/2005	25.67	556.29	70.76	40	19.89	91.79	21.99	13.07
1/25/2005	26.02	559.87	72.05	40.35	19.66	92.19	22.26	13.23
1/26/2005	26.01	561.78	72.25	40.45	19.59	91.95	22.42	13.35
1/27/2005	26.11	562.36	72.64	40.78	19.49	91.98	22.31	13.19
1/28/2005	26.18	560.95	73.98	41.06	19.34	92.89	22.24	13.14
1/31/2005	26.28	564.88	76.9	41.76	19.59	93.42	22.45	13.17
2/1/2005	26.39	568.19	77.53	41.62	19.82	93.86	22.63	13.08
2/2/2005	26.46	570.28	79.63	41.45	19.57	94.3	22.58	13.27
2/3/2005	26.18	568.21	77.81	41.17	19.9	93.54	22.38	13.11
2/4/2005	26.32	575.09	78.84	41.51	20.45	94.51	23	13.22
2/7/2005	26.16	575.27	78.94	41.44	20.37	94.53	22.91	13.42
2/8/2005	26.24	576.34	80.9	41.02	20.14	94.13	23.41	13.16
2/9/2005	26.07	571.97	78.74	40.99	21.53	92.7	23.3	13.12
2/10/2005	26.06	574.63	78.36	41.57	21.48	92.76	23.5	13.1
2/11/2005	25.97	577.18	81.21	39.99	21.3	93.3	24.17	13.06
2/14/2005	26.01	577.18	84.63	39.56	20.77	93.57	24.31	13.1
2/15/2005	25.93	578.86	88.41	40.2	21.12	94.33	24.47	13.16
2/16/2005	25.79	578.24	90.13	40.6	21.06	94.62	24.14	13.25
2/17/2005	25.65	573.99	87.81	40.34	20.86	93.75	23.63	13
2/18/2005	25.48	575.42	86.81	40.55	21	93.27	24.02	12.96
2/22/2005	25.23	567.25	85.29	40.31	20.57	92.32	23.76	12.76
2/23/2005	25.2	570.43	88.23	39.9	20.36	92.1	23.31	12.81
2/24/2005	25.37	573.77	88.93	40.21	20.44	92.64	23.7	12.8
2/25/2005	25.25	578.57	88.99	40.2	20.66	92.8	24.09	13
2/28/2005	25.16	574.41	44.86	40.09	20.8	92.58	23.99	12.65
3/1/2005	25.28	577.8	44.5	40.4	20.72	93.3	24.62	12.67
3/2/2005	25.26	577.79	44.12	40.29	20.7	92.92	24.52	12.47
3/3/2005	25.17	577.93	41.79	40	20.81	92.41	24.5	12.5
3/4/2005	25.17	583.23	42.81	40.87	20.56	92.37	24.68	12.4
3/7/2005	25.47	584.43	42.75	40.49	20.87	91.6	25.11	12.52
3/8/2005	25.4	582.21	40.53	40.22	20.92	92.13	24.8	12.45
3/9/2005	25.31	576.73	39.35	40.16	20.64	92.35	24.84	12.34
3/10/2005	25.43	578.4	39.83	40.17	20.59	92.41	24.85	12.37
3/11/2005	25.09	573.55	40.27	39.71	19.94	91.51	24.2	12.39
3/14/2005	25.11	576.18	40.32	39.5	20.2	91.9	24.27	12.39
3/15/2005	24.91	571.8	40.96	39.06	20.14	91.38	23.88	12.23
3/16/2005	24.63	567.41	41.18	38.7	20.22	90.65	23.54	11.91
3/17/2005	24.54	568.03	42.25	38.2	20.38	89.86	23.41	11.67
3/18/2005	24.31	567.94	42.96	38.5	20.1	89.28	23.41	11.39
3/21/2005	24.2	564.39	43.7	38.42	20.15	89.51	23.5	11.51
3/22/2005	23.99	558.13	42.83	38.04	20.01	89.5	23.02	11.17
3/23/2005	24.18	558.91	42.55	38.43	19.76	90.52	23.39	10.99
3/24/2005	24.28	557.75	42.5	38.38	19.81	90.7	23.18	11.29
3/28/2005	24.2	559.7	42.53	38.18	19.79	91.04	23.3	11.22
3/29/2005	23.92	555.96	41.75	38.14	21.78	90.6	23.15	11.27
3/30/2005	24.16	562.9	42.8	38.55	22	90.68	23.49	11.44
3/31/2005	24.17	561.83	41.67	38.42	21.94	91.38	23.23	11.33
4/1/2005	24.12	557.43	40.89	38.03	21.71	90.44	23.01	11.18
4/4/2005	24.23	559.46	41.09	38.68	21.91	90.32	22.93	11.09
4/5/2005	24.47	562.11	41.89	39.13	21.56	89.57	23.13	11.1
4/6/2005	24.67	562.76	42.33	38.15	21.77	89	23.05	11.11
4/7/2005	25.1	566.29	43.56	38.5	21.8	88.44	23.41	11.3
4/8/2005	24.94	562.18	43.74	38.18	21.64	87.6	23.29	11.03
4/11/2005	24.97	562.12	41.92	37.89	21.57	86.2	23.12	10.44
4/12/2005	25.32	565.88	42.66	37.61	21.71	85.75	23.22	10.06
4/13/2005	25.04	560.32	41.04	36.91	21.95	84.57	22.82	10.05
4/14/2005	24.84	555.6	37.26	36.18	21.75	83.64	22.49	9.75
4/15/2005	24.46	547.25	35.35	35.56	20.84	76.7	22.12	9.5
4/18/2005	24.65	548.15	35.62	35.37	20.44	76.65	22.21	9.34
4/19/2005	24.63	550.97	37.09	35.62	20.65	75.48	22.63	9.28
4/20/2005	24.32	543.6	35.51	35.99	20.59	72.01	22.66	9.34
4/21/2005	25.28	554.67	37.18	36.85	21.08	74.03	23.36	9.82
4/22/2005	24.98	551.4	35.5	36.31	20.78	74.21	23.24	9.89
4/25/2005	24.99	555.33	36.98	36.71	21.1	74.61	23.41	9.79
4/26/2005	24.76	550.52	36.19	35.52	20.47	75.43	23.32	9.57
4/27/2005	24.99	552.86	35.95	34.83	20.17	77.05	23.51	9.44
4/28/2005	24.45	546.12	35.54	34.92	20.3	75.91	23.19	9.14
4/29/2005	25.3	552.74	36.06	34.83	20.47	76.38	23.52	9.11
5/2/2005	25.23	554.77	36.43	34.96	20.97	76.51	23.55	9.22
5/3/2005	25.36	554.41	36.21	35.75	21	76.47	23.83	9.47
5/4/2005	25.21	560.61	37.15	36.83	21.03	77.08	24.11	10.16
5/5/2005	25.23	559.03	36.68	37.02	20.93	75.5	24.26	9.7
5/6/2005	25.22	558.2	37.24	37.15	20.98	75.26	24.49	9.76
5/9/2005	25.11	561.32	36.97	36.87	20.74	74.98	24.8	9.95
5/10/2005	24.9	555.21	36.42	36.47	20.45	73.3	24.67	9.78
5/11/2005	24.91	556.82	35.61	36.54	20.56	73.28	24.77	9.64
5/12/2005	25	551.81	34.13	36.61	20.15	72.62	24.84	9.35
5/13/2005	25.3	550.12	34.77	39.33	20.62	73.16	25.12	9.3
5/16/2005	25.49	554.9	35.55	39.35	21.01	74.34	25.33	9.41
5/17/2005	25.46	557.99	35.36	39.73	21.55	74.29	25.7	9.31
5/18/2005	25.7	563.37	35.84	39.6	22.55	76.36	25.93	9.92
5/19/2005	25.92	566.14	37.55	39.99	22.51	77.16	26.01	10.01
5/20/2005	25.74	565.57	37.55	39.99	22.5	76.41	26.35	10
5/23/2005	25.85	567.39	39.76	39.99	22.55	76.51	26.5	10.17
5/24/2005	25.75	567.51	39.7	40.25	22.72	75.81	26.96	9.98
5/25/2005	25.71	565.93	39.78	40.23	22.82	76	27	9.96
5/26/2005	25.9	568.93	40.74	40.4	23	77.14	27.37	10.03
5/27/2005	26.07	568.75	40.56	40.31	22.77	77.1	27.39	10.07
5/31/2005	25.8	564.49	39.76	39.93	22.51	75.55	26.96	9.98
6/1/2005	25.81	569.24	40.3	40.3	22.68	76.84	27.29	9.92
6/2/2005	25.79	569.72	40.04	40.6	22.68	77.35	27.59	10.27
6/3/2005	25.43	565.1	38.24	40.16	22.72	75.79	27.33	9.9
6/6/2005	25.37	565.38	37.92	40.68	22.58	75	27.17	9.96
6/7/2005	25.51	565.81	36.54	40.39	22.51	75.04	26.86	10.06
6/8/2005	25.4	564.73	36.92	40.41	22.43	74.8	27.1	10.09
6/9/2005	25.51	566.82	37.65	40.33	22.76	74.93	27.7	10.02
6/10/2005	25.43	566.15	35.81	39.63	23.5	74.77	26.98	10.33
6/13/2005	25.31	566.98	35.9	39.98	23.89	75.05	27	10.52
6/14/2005	25.36	567.79	36	40.08	23.85	74.89	26.7	10.82
6/15/2005	25.26	569.1	37.13	40.66	23.88	76.3	26.94	11.16
6/16/2005	25.04	570.29	37.98	40.77	23.9	77.05	27.12	11.37
6/17/2005	25.04	572.15	38.31	40.75	23.91	76.39	27.12	11.28
6/20/2005	25.11	571.75	37.61	40.45	23.85	76.55	26.9	11.11
6/21/2005	25.15	570.85	37.86	40.42	24.61	76.41	27.18	11.17
6/22/2005	25.07	570.83	38.55	40.45	24.5	77.23	27.11	10.68
6/23/2005	25.31	564.38	38.89	39.86	24.39	75.41	26.77	10.4
6/24/2005	25.04	559.76	37.76	39.49	23.8	74.01	26.1	10.21
6/27/2005	25.05	559.46	37.1	39.27	23.51	73.88	25.86	10.12
6/28/2005	25.07	563.99	37.31	39.55	23.66	75.3	26.33	10.4
6/29/2005	25.09	563.8	36.37	39.57	24.07	74.73	26.25	10.41
6/30/2005	24.84	558.07	36.81	39.46	23.51	74.2	26.02	10.24
7/1/2005	24.71	558.88	36.5	39.34	23.48	74.67	26.21	10.31
7/5/2005	24.98	563.39	37.98	39.85	23.71	74.79	26.68	10.4
7/6/2005	24.7	558.63	37.39	39.44	23.96	75.81	26.5	10.35
7/7/2005	24.65	559.14	37.63	39.44	24.15	77.38	26.56	10.27
7/8/2005	25.09	566.52	38.25	39.79	24.28	79.3	27.28	10.42
7/11/2005	25.29	569.63	38.1	39.93	24.13	78.96	27.7	10.71
7/12/2005	25.61	570.78	38.24	39.78	24.11	80.04	27.75	10.78
7/13/2005	25.66	572.01	38.35	40.39	24.42	81.45	27.59	10.69
7/14/2005	25.97	575.03	40.75	40.73	24.62	82.42	27.88	10.89
7/15/2005	25.79	575.55	41.55	40.96	24.94	82.38	28.3	11
7/18/2005	25.55	571.05	41.49	40.64	24.92	81.81	28.23	10.93
7/19/2005	26.16	574.34	43.19	41.42	24.52	83.7	28.71	10.84
7/20/2005	26.19	576.49	43.63	41.54	24.73	84.6	27.44	10.93
7/21/2005	26.44	572.51	43.29	41.25	24.29	84.4	27.03	10.64
7/22/2005	25.68	574.41	44	41.29	24.18	84.44	26.75	10.72
7/25/2005	25.69	572.13	43.81	41.28	24.3	84.2	26.52	10.61
7/26/2005	25.54	572.61	43.63	41.31	24.36	84.12	26.89	10.86
7/27/2005	25.72	575.09	43.99	41.36	24.78	83.87	27.06	10.88
7/28/2005	25.75	577.5	43.8	40.96	24.49	83.8	27.34	10.9
7/29/2005	25.61	572.59	42.65	40.47	24.62	83.46	27.14	10.74
8/1/2005	25.92	573.02	42.75	40.52	24.5	83.43	27.11	10.85
8/2/2005	26.81	577.06	43.19	40.84	24.32	83.31	27.56	10.88
8/3/2005	27.25	577.49	43.22	40.53	24.61	84.06	27.64	10.75
8/4/2005	27.32	573.52	42.71	39.83	24.46	83.12	27.01	10.64
