Date	MS 	SP100	Apple	Dell	HP	IBM	Intel	Ford
8/5/2005	27.76	570.47	42.99	39.67	24.68	83.36	26.77	10.36
8/8/2005	27.13	568.88	42.65	39.72	24.61	83.36	26.71	10.37
8/9/2005	27.35	573.23	43.82	39.88	24.55	83.5	26.9	10.44
8/10/2005	26.95	571.19	43.38	39.73	24.14	82.02	26.88	10.4
8/11/2005	27.27	575.35	44	39.58	24.18	82.66	26.82	10.36
8/12/2005	27.05	570.71	46.1	36.64	24.03	82.19	26.31	10.14
8/15/2005	27.13	572.12	47.68	36.58	24.09	82.5	26.53	10.15
8/16/2005	26.74	566.32	46.25	36.7	23.7	81.3	26	10.06
8/17/2005	26.95	567.24	47.15	36.92	26.82	81.3	26.09	9.93
8/18/2005	26.82	566.98	46.3	36.74	26.65	81.15	25.88	9.76
8/19/2005	26.72	566.58	45.83	36.39	26.49	82.76	25.65	9.76
8/22/2005	26.91	567.46	45.87	36.28	26.53	82.6	26.06	9.76
8/23/2005	26.87	565.33	45.74	35.73	26.71	82.03	25.72	9.8
8/24/2005	26.81	560.85	45.77	35.38	26.72	81.32	25.53	9.92
8/25/2005	27.03	561.76	46.06	35.48	26.9	81.1	25.46	9.82
8/26/2005	26.97	558.72	45.74	35.32	27.01	80.38	25.41	9.77
8/29/2005	27.15	562.15	45.84	35.2	26.69	81.34	25.73	9.77
8/30/2005	27.18	560.01	46.57	35.4	27.1	80.54	25.57	9.75
8/31/2005	27.38	564.28	46.89	35.6	27.76	80.62	25.72	9.97
9/1/2005	27.2	564.23	46.26	35.03	27.9	79.54	25.26	9.73
9/2/2005	27.02	563	46.22	34.98	27.6	79.46	25.28	9.86
9/6/2005	27	570.48	48.8	35.53	27.25	81.02	25.7	9.96
9/7/2005	26.85	571.98	48.68	35.12	27.46	80.98	25.66	10.13
9/8/2005	26.61	570.16	49.78	34.57	27.85	80.8	26.09	9.92
9/9/2005	26.58	574.13	51.31	34.65	27.81	81.44	25.25	9.9
9/12/2005	26.61	573.53	51.4	34.83	27.74	81.48	24.99	9.92
9/13/2005	26.48	569.51	50.82	34.91	27.53	80.75	24.9	9.82
9/14/2005	26.31	567.41	49.61	34.69	27.5	80.48	24.49	9.96
9/15/2005	26.27	568.29	49.87	34.65	27.87	80.01	24.55	9.86
9/16/2005	26.07	573.37	51.21	34.86	28.34	80.33	24.81	9.93
9/19/2005	26	570.1	52.64	34.31	28.88	79.43	24.68	9.71
9/20/2005	25.84	566.06	53.19	33.8	28.28	78.7	24.48	9.76
9/21/2005	25.49	560.78	52.11	33.36	28.09	77.56	24.5	9.66
9/22/2005	25.34	562.85	51.9	33.99	28.01	78.21	24.56	9.72
9/23/2005	25.27	562.28	53.2	34.09	28.47	78	24.38	9.79
9/26/2005	25.27	562.09	53.84	33.82	28.94	77.41	24.22	9.96
9/27/2005	25.34	561.61	53.44	33.97	28.37	77.99	23.83	9.85
9/28/2005	25.67	562.64	51.08	33.94	28.52	79.5	23.95	9.95
9/29/2005	25.94	566.79	52.34	34.45	28.94	80.36	24.48	9.86
9/30/2005	25.73	566.8	53.61	34.2	29.2	80.22	24.65	9.86
10/3/2005	25.5	564.96	54.44	33.97	28.9	80.45	24.6	9.89
10/4/2005	24.98	559.81	53.75	33.39	28.55	80.11	24.5	9.78
10/5/2005	24.67	552.55	52.78	32.59	27.47	79.82	24.07	9.42
10/6/2005	24.73	551.26	51.7	31.67	26.89	79.7	23.76	9.32
10/7/2005	24.59	552.92	51.3	32.08	27.1	80.5	23.82	9.23
10/10/2005	24.46	550	50.37	32.82	26.67	81.25	23.42	8.93
10/11/2005	24.41	549.31	51.59	32.53	27.24	83.19	23.42	8.71
10/12/2005	24.3	547.39	49.25	32.65	27.3	82.19	23.24	8.69
10/13/2005	24.59	547.42	53.74	33.11	27.24	82.2	23.2	8.99
10/14/2005	24.67	550.49	54	32.93	27.54	82.35	23.23	8.61
10/17/2005	24.53	551.56	53.44	33.15	27.38	82.59	23.46	8.66
10/18/2005	24.57	546.66	52.21	32.18	27.73	83.48	23.72	8.47
10/19/2005	25.09	554.06	54.94	32.38	27.64	84.17	23.69	8.47
10/20/2005	24.79	545.13	56.14	31.95	27.42	83.17	23.62	8.42
10/21/2005	24.78	544.5	55.66	32.05	27.57	83.33	23.15	8.25
10/24/2005	25.1	553.25	56.79	31.83	28.25	83.47	23.1	8.6
10/25/2005	25.03	552.71	56.1	31.83	27.48	83.36	23.11	8.63
10/26/2005	25.11	550.39	57.03	31.75	26.96	82.89	23.07	8.52
10/27/2005	24.85	545.27	55.41	31.14	26.8	82.31	22.84	8.14
10/28/2005	25.53	554.48	54.47	31.06	27.96	81.42	23.33	8.02
10/31/2005	25.7	556.74	57.59	31.88	28.04	81.88	23.5	8.32
11/1/2005	25.96	554.38	57.5	29.24	28.28	81.59	22.65	8.22
11/2/2005	26.46	559.12	59.95	29.34	28.79	81.06	23.37	8.27
11/3/2005	26.44	561.4	61.85	29.72	28.74	82.87	23.89	8.38
11/4/2005	26.66	561.97	61.15	29.76	28.53	83	23.99	8.29
11/7/2005	27.01	563.3	60.23	29.6	28.73	83.61	24.5	8.34
11/8/2005	27.05	561.6	59.9	29.09	28.54	83.15	24.55	8.26
11/9/2005	26.96	562.89	60.11	29.02	28.23	82.84	24.8	8.03
11/10/2005	27.09	567.18	61.18	29.21	28.27	83.99	25.24	7.82
11/11/2005	27.28	569.01	61.54	29.4	28.52	84.55	25.13	7.97
11/14/2005	27.37	568.81	61.45	29.46	28.2	84.36	25.37	7.93
11/15/2005	27.5	566.91	62.28	29.81	28.12	85.53	25.08	7.84
11/16/2005	27.74	566.93	64.95	29.77	28.27	86.54	24.91	7.65
11/17/2005	27.97	571.17	64.52	29.87	29	86.89	25.11	7.8
11/18/2005	28.07	574.69	64.56	29.85	29.4	87.77	25.3	8.4
11/21/2005	28.16	577.15	64.96	30.04	29.28	87.29	25.25	8.32
11/22/2005	27.91	579.83	66.52	30	29.35	87.99	26.16	8.34
11/23/2005	27.92	582.01	67.11	30.31	29.38	88.8	26.64	8.43
11/25/2005	27.76	583.24	69.34	30.33	29.73	88.8	26.81	8.32
11/28/2005	27.75	579.13	69.66	30.22	29.96	89.11	26.86	8.36
11/29/2005	27.68	578.84	68.1	30.42	29.96	89.1	26.78	8.53
11/30/2005	27.68	574.56	67.82	30.15	29.67	88.9	26.68	8.13
12/1/2005	27.89	580.22	71.6	30.83	29.56	89.21	27.18	8.1
12/2/2005	28.01	579.61	72.63	30.82	29.23	88.65	27.43	8.15
12/5/2005	27.85	578.54	71.82	31.26	29.79	88.43	26.9	8.06
12/6/2005	27.69	578.65	74.05	31.66	29.62	89.14	26.67	8.11
12/7/2005	27.75	575.85	73.95	31.78	29.52	88.72	26.15	8.2
12/8/2005	27.69	573.87	74.08	31.65	29.23	87.5	25.7	8.17
12/9/2005	27.71	574.63	74.33	32.17	29.92	86.97	26.08	8.18
12/12/2005	27.45	574.97	74.91	32.38	29.97	85.96	26.62	8.19
12/13/2005	27.13	578.23	74.98	32.88	29.07	83.71	26.72	8.13
12/14/2005	27.09	581.22	72.01	32.83	29.61	83.13	26.63	8.16
12/15/2005	26.92	580.85	72.18	32.89	29.2	83.53	26.58	8.17
12/16/2005	26.9	579.08	71.11	32.55	28.92	83.37	26.38	8.3
12/19/2005	26.83	577.14	71.38	31.9	28.87	82.76	25.78	8.23
12/20/2005	26.86	576.19	72.11	31.25	28.85	82.48	25.81	8.05
12/21/2005	26.73	577.01	73.5	30.93	28.77	83.12	25.88	8.02
12/22/2005	26.59	579.35	74.02	31.04	28.9	83.22	25.97	7.95
12/23/2005	26.64	579.41	73.35	31.17	28.77	83.48	25.97	7.9
12/27/2005	26.46	574.01	74.23	30.92	28.74	82.99	25.46	7.89
12/28/2005	26.39	574.22	73.57	30.63	28.8	83.04	25.44	7.84
12/29/2005	26.27	572.81	71.45	30.28	28.74	82.4	25.07	7.81
12/30/2005	26.15	570	71.89	29.95	28.63	82.2	24.96	7.72
1/3/2006	26.84	579.25	74.75	30.61	28.77	82.06	25.57	7.83
1/4/2006	26.97	580.69	74.97	30.76	29.61	81.95	25.91	8.01
1/5/2006	26.99	580.76	74.38	30.75	29.4	82.5	26.27	8.35
1/6/2006	26.91	585.02	76.3	30.64	30.24	84.95	26.31	8.52
1/9/2006	26.86	586.69	76.05	31.32	30.62	83.73	26.47	8.62
1/10/2006	27	586.1	80.86	31.35	30.78	84.07	26.12	8.77
1/11/2006	27.29	588.36	83.9	31.24	31.34	84.17	26.14	8.93
1/12/2006	27.14	584.25	84.29	30.73	31.02	83.57	25.97	8.56
1/13/2006	27.19	584.62	85.59	30.58	31.9	83.17	25.79	8.55
1/17/2006	26.99	581.8	84.71	30.38	31.66	83	25.52	8.31
1/18/2006	26.83	579.33	82.49	29.97	31.67	83.8	22.6	8.21
1/19/2006	27.02	582.51	79.04	30.5	32.24	83.09	22.4	8.22
1/20/2006	26.41	571.51	76.09	29.96	31.74	81.36	21.76	7.9
1/23/2006	26.35	572.54	77.67	30.22	31.34	81.41	21.35	8.32
1/24/2006	26.28	572.52	76.04	29.9	31.37	80.85	21.28	8.4
1/25/2006	26.4	572.56	74.2	29.46	32.11	80.91	21.21	8.62
1/26/2006	26.5	576.07	72.33	29.31	31.6	80.72	21.49	8.67
1/27/2006	27.79	580.8	72.03	29.27	31.29	81.02	21.67	8.65
1/30/2006	28	581.67	75	29.66	31.28	81.63	21.65	8.68
1/31/2006	28.15	578.77	75.51	29.31	31.18	81.3	21.26	8.58
2/1/2006	28.04	580.61	75.42	29.76	31.23	81.94	21.55	8.66
2/2/2006	27.68	575.15	72.1	29	30.91	81.23	21.2	8.37
2/3/2006	27.54	572.24	71.85	29.26	30.56	79.97	20.74	8.26
2/6/2006	27.17	572.55	67.3	29.32	30.27	79.51	20.61	8.11
2/7/2006	26.94	568.76	67.6	29.69	30.37	79.85	20.67	8.09
2/8/2006	26.91	574.99	68.81	31.52	32.01	80.8	20.67	8.23
2/9/2006	26.66	574.91	64.95	31.21	31.6	80.4	21	8.36
2/10/2006	26.69	576.65	67.31	31.79	31.51	81.33	21.29	8.27
2/13/2006	26.39	574.86	64.71	31.57	31.74	80.44	21.13	8.2
2/14/2006	26.65	580.26	67.64	32	32.49	81.09	21.37	8.3
2/15/2006	26.88	582.42	69.22	31.77	31.67	80.85	21.35	8.38
2/16/2006	26.81	585.79	70.57	31.96	34.02	80.91	21.35	8.39
2/17/2006	26.7	585.04	70.29	30.38	34.07	80.71	20.61	8.45
2/21/2006	26.54	582.91	69.08	29.81	32.51	80.5	20.62	8.39
2/22/2006	26.72	585.8	71.32	29.75	32.94	81.35	20.15	8.3
2/23/2006	26.66	583.19	71.75	29.08	32.37	80.2	20.29	8.17
2/24/2006	26.63	583.75	71.46	29.1	32.02	80.1	20.36	8.1
2/27/2006	27.05	586.15	70.99	29.44	33.41	80.63	20.52	8.08
2/28/2006	26.87	580.82	68.49	29	32.81	80.24	20.6	7.97
3/1/2006	27.14	585.25	69.1	29.27	34.05	79.9	20.8	7.95
3/2/2006	26.97	584	69.61	29.56	34.19	79.94	20.49	7.66
3/3/2006	26.93	583.92	67.72	29.13	33.26	79.96	20.32	7.57
3/6/2006	26.91	580.87	65.48	29.12	32.86	80	20.3	7.69
3/7/2006	27.06	580.67	66.31	29.13	32.96	80.29	20.06	7.65
3/8/2006	27.25	582.25	65.66	28.95	32.68	81.14	20.01	7.55
3/9/2006	27	579.62	63.93	28.9	32.76	81.02	19.75	7.75
3/10/2006	27.17	584.22	63.19	29.09	32.99	81.57	19.85	7.84
3/13/2006	27.11	584.85	65.68	29.26	33.22	81.93	19.73	7.86
3/14/2006	27.23	589.69	67.32	29.65	33.4	82.88	19.76	7.73
3/15/2006	27.36	591.74	66.23	29.56	33.89	83.38	19.92	7.85
3/16/2006	27.27	592.71	64.31	29.45	33.86	82.87	19.65	7.93
3/17/2006	27.5	593.49	64.66	29.08	34.16	83.3	19.54	7.81
3/20/2006	27.89	593.41	63.99	29.76	33.96	83.58	19.62	7.93
3/21/2006	27.74	590.9	61.81	30.27	33.54	83.81	19.78	8.05
3/22/2006	27.15	594.79	61.67	30.41	33.36	84.45	19.98	8.15
3/23/2006	26.85	592.5	60.16	30.34	33	83.2	19.7	8.08
3/24/2006	27.01	592.78	59.96	30.06	33.17	83.36	19.6	8.09
3/27/2006	27.01	592.15	59.51	30.1	33.11	83.08	19.75	8.06
3/28/2006	26.9	587.32	58.71	29.74	32.07	82.43	19.58	8.13
3/29/2006	27.02	590.91	62.33	30.42	32.72	83.13	19.82	8.26
3/30/2006	27.23	590.26	62.75	30.16	32.57	83.2	19.7	8.16
3/31/2006	27.21	587.75	62.72	29.76	32.9	82.47	19.46	7.96
4/3/2006	27.56	589.38	62.65	29.73	33.53	83.06	19.35	7.77
4/4/2006	27.64	592.88	61.17	29.85	33.69	83.45	19.3	7.68
4/5/2006	27.74	594.75	67.21	29.83	34.36	84.17	19.48	7.57
4/6/2006	27.56	592.91	71.24	29.67	34.1	83.81	19.38	7.65
4/7/2006	27.25	586.71	69.79	29.76	33.37	82.48	19.24	7.6
4/10/2006	27.29	587.68	68.67	29.72	33.1	82.1	19.36	7.52
4/11/2006	27.13	583.59	67.99	29.66	32.54	81.16	19.16	7.17
4/12/2006	27.2	583.97	66.71	29.65	32.33	80.75	19.12	7.28
4/13/2006	27.07	584.51	66.47	29.35	32.62	81.98	19.45	7.35
4/17/2006	26.84	582.46	64.81	28.85	32.03	81.64	19.19	7.33
4/18/2006	27.22	592.18	66.22	28.97	33.48	83.31	19.39	7.47
4/19/2006	27.03	592.34	65.65	28.61	32.99	81.86	19.56	7.6
4/20/2006	27.03	593.39	67.63	28.24	33.81	82.02	19.45	7.95
4/21/2006	27.15	593.13	67.04	27.01	32.96	81.66	19.06	7.32
4/24/2006	27.11	592.11	65.75	26.47	32.9	82.11	18.91	6.96
4/25/2006	27.11	590.25	66.17	26.62	33.01	82.67	19.15	6.98
4/26/2006	27.1	592.8	68.15	26.22	32.8	83.35	19.49	7.25
4/27/2006	27.25	596.19	69.36	25.94	33.26	83.88	20.08	7.2
4/28/2006	24.15	595.89	70.39	26.2	32.47	82.34	19.98	6.95
5/1/2006	24.29	593.46	69.6	25.65	32.64	82.23	19.49	6.91
5/2/2006	24.01	597.1	71.62	25.43	32.32	82.42	19.59	6.91
5/3/2006	23.17	594.32	71.14	25.32	32.84	82.7	19.16	6.78
5/4/2006	23.44	596.66	71.13	25.59	33.29	82.43	19.34	6.83
5/5/2006	23.8	603.04	71.89	25.68	33.87	83.28	19.51	6.93
5/8/2006	23.73	602.91	71.89	26.43	33.79	82.89	20.11	6.97
5/9/2006	23.62	603.82	71.03	25.2	33.12	83.23	19.9	7.17
5/10/2006	23.77	601.98	70.6	24.89	33.08	82.9	19.58	7.06
5/11/2006	23.22	594.72	68.15	24.51	32.53	82.46	19.36	7.12
5/12/2006	23.17	588.7	67.7	24.02	32.13	82.39	19.04	7.11
5/15/2006	23.15	591.12	67.79	24.35	31.63	82.89	19.32	7.13
5/16/2006	23.01	590.75	64.98	23.78	31.11	82.16	19.06	7.02
5/17/2006	22.73	580.53	65.26	23.63	32.16	81.27	18.66	6.91
5/18/2006	22.83	577.26	63.18	23.95	32.48	80.66	18.65	6.9
5/19/2006	22.56	578.88	64.51	24.57	32.02	80.28	18.36	7.03
5/22/2006	22.88	577.66	63.38	24.38	32.18	80.02	18.01	6.9
5/23/2006	22.79	575.7	63.15	24.09	32.11	79.83	17.95	6.85
5/24/2006	23.5	577.48	63.34	24.18	32.37	79.78	17.89	6.93
5/25/2006	23.74	583.16	64.33	24.3	32.27	80.14	18.05	7.15
5/26/2006	23.72	586.45	63.55	24.81	32.54	80.75	18.22	7.31
5/30/2006	23.15	577.21	61.22	25.02	31.92	80.16	17.81	6.98
5/31/2006	22.65	581.2	59.77	25.38	32.38	79.9	18.02	7.16
6/1/2006	22.82	587.25	62.17	25.8	32.43	80.69	18.04	7.23
6/2/2006	22.76	588.44	61.66	25.96	32.4	79.52	18.23	7.1
6/5/2006	22.5	578.55	60	25.5	31.59	79.06	17.98	6.95
6/6/2006	22.13	578.44	59.72	25.61	30.9	79.76	17.79	6.9
6/7/2006	22.04	574.99	58.56	25.26	30.93	79.15	17.39	6.79
6/8/2006	22.11	575.94	60.76	25.21	30.06	77.03	17.11	6.66
6/9/2006	21.92	572.75	59.24	25.26	29.94	77.63	17.16	6.76
6/12/2006	21.71	566.97	57	24.89	29.87	77.02	16.86	6.77
6/13/2006	21.51	560.7	58.33	25.1	29.79	76.93	17.12	6.68
6/14/2006	21.88	563.94	57.61	25.07	30.14	77.71	17.73	6.61
6/15/2006	22.07	574.17	59.38	24.91	31.88	78.56	18.12	6.78
6/16/2006	22.1	572.76	57.56	24.12	33.04	77.95	18.3	6.69
6/19/2006	22.55	568.53	57.2	24.06	33.57	77.67	18.24	6.74
6/20/2006	22.56	568.72	57.47	23.67	32.86	77.99	18.15	6.4
6/21/2006	23.08	573.71	57.86	24.08	33.74	78.3	18.4	6.43
6/22/2006	22.88	570.82	59.58	23.87	32.97	77.19	18.25	6.43
6/23/2006	22.5	569.47	58.83	23.72	32.66	77.1	18	6.52
6/26/2006	22.82	572.29	58.99	23.84	32.49	77.15	18.28	6.55
6/27/2006	22.86	567.83	57.43	23.71	31.94	76.63	18.05	6.54
6/28/2006	23.16	570.88	56.02	23.85	31.59	76.56	18.66	6.36
6/29/2006	23.47	582.2	58.97	24.62	32.03	77.59	19.32	6.4
6/30/2006	23.3	579.56	57.27	24.46	31.68	76.82	19	6.93
7/3/2006	23.7	584.74	57.95	24.59	32.51	78.02	19.36	6.71
7/5/2006	23.35	581.79	57	24.22	32.77	77.77	18.75	6.61
7/6/2006	23.48	584.16	55.77	24.15	33.1	78.09	18.85	6.59
7/7/2006	23.3	580.62	55.4	23.87	32.85	76.42	18.56	6.73
7/10/2006	23.5	581.6	55	23.48	31.93	76.67	18.18	6.9
7/11/2006	23.1	583.68	55.65	23.42	32.54	76.47	18.67	6.8
7/12/2006	22.64	576.96	52.96	22.38	31.67	75.48	17.88	6.88
7/13/2006	22.26	570.08	52.25	21.7	31.22	74.24	17.72	6.56
7/14/2006	22.29	567.32	50.67	21.9	30.76	73.57	17.88	6.38
7/17/2006	22.48	566.62	52.37	21.57	31.2	73.7	17.84	6.41
7/18/2006	22.74	568.35	52.9	21.34	30.95	74.26	18.21	6.44
7/19/2006	23.4	578.96	54.1	22.47	32.25	76.07	18.49	6.33
7/20/2006	22.85	574.97	60.5	22.1	31.8	75.48	17.1	6.19
7/21/2006	23.87	572.5	60.72	19.91	30.52	74.86	17.15	6.28
7/24/2006	24	581.66	61.42	20.75	31.07	75.99	17.48	6.36
7/25/2006	24.22	584.31	61.93	20.91	31.33	75.89	17.54	6.59
7/26/2006	24.37	584.5	63.87	21.22	31.75	75.83	17.5	6.75
7/27/2006	23.87	583.55	63.4	21.55	32.19	76.15	17.47	6.83
7/28/2006	24.25	590.2	65.59	22.22	32.11	76.96	18.18	6.89
7/31/2006	24.06	588.74	67.96	21.68	31.91	77.41	18	6.67
8/1/2006	23.99	586.32	67.18	21.65	31.67	76.14	17.66	6.58
8/2/2006	24.3	589.52	68.16	21.99	32.5	76.32	17.59	6.96
8/3/2006	24.21	589.55	69.59	22.09	32.59	76.33	17.33	6.86
8/4/2006	24.29	589.05	68.3	22.45	32.44	75.91	17.49	7.13
8/7/2006	24.22	587.82	67.21	22.04	32.74	75.52	17.32	7.17
8/8/2006	24.34	586.13	64.78	21.59	32.89	75.33	17.36	7.37
8/9/2006	24.44	584.48	63.59	21.14	33.06	75.39	17.4	7.33
8/10/2006	24.46	587.04	64.07	20.99	33.01	75.74	17.75	7.39
8/11/2006	24.43	585.6	63.65	21.07	33.05	75.48	17.41	7.37
8/14/2006	24.53	586.76	63.94	21.24	33.29	76.68	17.87	7.83
8/15/2006	24.62	593.49	66.45	22.08	33.99	77.08	18.13	7.92
8/16/2006	24.7	597.24	67.98	22.73	34.43	79.09	18.61	8.26
8/17/2006	24.7	598.11	67.59	22.8	35.15	79.37	18.56	8.17
8/18/2006	25.79	601.5	67.91	22.16	35.52	79.9	18.4	8
8/21/2006	26.12	599.93	66.56	21.62	34.89	79.28	18.25	7.47
8/22/2006	25.62	600.26	67.62	21.72	35.02	78.95	18.34	7.42
8/23/2006	25.67	598.44	67.31	21.64	35.26	78.67	18.38	7.76
8/24/2006	25.74	599.74	67.81	21.78	35.38	79.38	18.56	7.76
8/25/2006	25.85	599.41	68.75	21.76	35.23	79.88	18.9	8
8/28/2006	25.95	602.13	66.98	22.21	35.28	80.32	19.38	8.05
8/29/2006	25.84	603.11	66.48	22.25	35.76	81.4	19.68	8.26
8/30/2006	25.8	603.38	66.96	22.75	36	81.22	19.84	8.27
8/31/2006	25.7	602.03	67.85	22.55	36.56	80.97	19.57	8.37
9/1/2006	25.84	605.59	68.38	22.55	36.53	81.41	19.88	8.27
9/5/2006	25.61	606.06	71.48	22.71	36.46	80.85	19.99	8.39
9/6/2006	25.61	601.2	70.03	22.1	35.84	80.28	19.31	8.55
9/7/2006	25.43	598.5	72.8	21.73	35.42	79.4	19.22	8.58
9/8/2006	25.6	600.43	72.52	21.65	36.17	80.66	19.45	8.77
9/11/2006	25.91	600.76	72.5	21.19	36.36	80.93	19.4	8.71
9/12/2006	25.93	606.21	72.63	21.87	36.92	82.28	19.75	9.06
9/13/2006	25.98	608.13	74.2	21.61	36.37	82.21	19.83	9.19
9/14/2006	26.33	607.78	74.17	21.61	36.25	82.47	19.78	9.09
9/15/2006	26.85	608.83	74.1	21.35	36.18	82.94	19.51	8.02
9/18/2006	26.79	610.17	73.89	21.46	36.4	82.24	19.65	7.82
9/19/2006	26.86	609.5	73.77	21.61	36.35	81.87	19.42	7.66
9/20/2006	27.18	613.34	75.26	21.5	36.78	83.42	19.49	7.75
9/21/2006	26.9	610.24	74.65	21.18	34.87	81.61	19.19	7.76
9/22/2006	26.66	609.38	73	21.44	35.11	81.21	19.07	8
9/25/2006	26.95	614.56	75.75	22.16	35.71	82	19.41	8.15
9/26/2006	27.2	619.82	77.61	22.72	35.7	82.5	19.96	8.41
9/27/2006	27.44	620.35	76.41	22.45	35.39	82.09	20.39	8
9/28/2006	27.4	621.54	77.01	22.97	35.97	81.99	20.77	8.16
9/29/2006	27.35	620.03	76.98	22.84	36.69	81.94	20.57	8.09
10/2/2006	27.36	619.24	74.86	23.04	37.66	81.87	20.44	8.13
10/3/2006	27.37	621.44	74.08	22.7	37.42	81.65	20.57	8.23
10/4/2006	27.94	628.33	75.38	23.14	38.02	83.1	20.82	8.56
10/5/2006	27.92	628.59	74.83	23.29	37.84	82.92	20.78	8.33
10/6/2006	27.87	627.54	74.22	23.25	37.72	83.14	20.63	8.31
10/9/2006	27.72	627.43	74.63	23.56	38	84	20.62	8.19
10/10/2006	27.69	628.71	73.81	23.52	37.93	84.19	20.89	8.19
10/11/2006	27.54	627.11	73.23	22.97	37.87	84.19	20.89	8.27
10/12/2006	28.22	632.46	75.26	23.87	38.42	84.7	21.49	8.23
10/13/2006	28.37	633.61	75.02	23.95	38.86	86.08	21.6	8.17
10/16/2006	28.45	634.58	75.4	24.62	38.76	86.71	21.61	8.08
10/17/2006	28.44	632.79	74.29	24.54	39.06	86.95	20.9	8.03
10/18/2006	28.52	634.3	74.53	24.7	39.01	89.82	21.11	8.05
10/19/2006	28.29	634.27	78.99	23.12	39.56	89.86	21.03	8.03
10/20/2006	28.43	636.01	79.95	23.54	39.38	90.48	21.33	8.01
10/23/2006	28.45	639.93	81.46	23.6	39.87	91.56	21.45	7.9
10/24/2006	28.28	639.83	81.05	23.28	39.44	91.49	21.62	8.3
10/25/2006	28.31	642.54	81.68	23.07	39.17	91.83	21.72	8.49
10/26/2006	28.35	645.42	82.19	23.37	39.17	91.54	21.77	8.48
10/27/2006	28.34	640.57	80.41	23.11	38.46	90.76	21.1	8.29
10/30/2006	28.53	640.28	80.42	23.37	38.92	91.5	21.26	8.25
10/31/2006	28.71	640.57	81.08	24.33	38.74	92.33	21.34	8.28
11/1/2006	28.81	636.91	79.16	24.02	38.55	91.8	21.02	8.52
11/2/2006	28.77	636.74	78.98	24.8	38.59	91.68	20.68	8.56
11/3/2006	28.73	635.5	78.29	24.24	38.22	91.41	20.51	8.38
11/6/2006	28.84	642.72	79.71	24.47	38.73	92.6	20.82	8.66
11/7/2006	28.95	644.19	80.51	24.56	38.7	92.75	20.8	8.73
11/8/2006	28.98	645.36	82.45	24.18	38.88	92.59	20.71	8.63
11/9/2006	29.26	642.71	83.34	24.98	39.56	92.42	20.42	8.56
11/10/2006	29.24	643.32	83.12	24.89	39.99	91.76	20.58	8.58
11/13/2006	29.35	644.68	84.35	25.49	40.22	92.07	21	8.87
11/14/2006	29.23	648.54	85	25.59	40.67	93.29	21.88	8.8
11/15/2006	29.12	649.24	84.05	25.75	39.79	93.11	22.32	9
11/16/2006	29.47	651.06	85.61	25.1	40.13	93.47	22.33	9.03
11/17/2006	29.4	652.6	85.85	25.02	39.77	93.81	22.1	8.89
11/20/2006	29.89	652.02	86.47	24.65	39.71	93.25	22.27	8.67
11/21/2006	29.92	652.66	88.6	24.82	39.99	93.08	21.57	8.56
11/22/2006	29.92	653.52	90.31	27.13	39.72	93.52	21.73	8.61
11/24/2006	29.76	650.58	91.63	27.33	39.56	93.35	21.59	8.52
11/27/2006	29.48	642.47	89.54	27.01	38.64	91.45	21.02	8.16
11/28/2006	29.39	644.92	91.81	26.95	38.87	91.35	20.98	8.15
11/29/2006	29.57	650.12	91.8	27.62	39.39	91.52	21.24	8.17
11/30/2006	29.36	649.64	91.66	27.24	39.46	91.92	21.4	8.13
12/1/2006	29.12	648.33	91.32	27.27	39.44	91.25	20.93	8.04
12/4/2006	29.33	652.21	91.12	26.84	39.86	93.51	21.22	7.89
12/5/2006	29.13	654.06	91.27	26.9	39.91	94.48	21.12	7.68
12/6/2006	28.99	652.67	89.83	26.58	40.14	94.12	20.9	7.36
12/7/2006	28.85	650.52	87.04	26.42	39.86	94.23	20.65	7.16
12/8/2006	29.4	652.22	88.26	26.32	39.64	93.86	20.68	7.23
12/11/2006	29.54	654.19	88.75	26.73	40.01	93.64	20.7	7.24
12/12/2006	29.43	654.22	86.14	26.2	39.83	94.12	20.73	7.09
12/13/2006	29.55	655.45	89.05	26.07	39.67	94.77	20.7	6.88
12/14/2006	30.07	661.71	88.55	26.87	39.91	95.36	20.77	7.11
12/15/2006	30.19	663.11	87.72	26.53	39.94	95.3	20.96	7.08
12/18/2006	29.89	662.4	85.47	26.39	40.03	95.44	20.84	7.03
12/19/2006	29.99	663.81	86.31	26.13	40.43	96	20.66	7.18
12/20/2006	30.09	662.47	84.76	25.77	41.34	96	20.6	7.33
12/21/2006	29.98	660.01	82.9	25.46	40.8	95.91	20.37	7.31
12/22/2006	29.64	656.21	82.2	25.45	40.63	95.25	20.08	7.42
12/26/2006	29.99	659.58	81.51	25.49	40.93	95.66	20.15	7.49
12/27/2006	30.02	664.42	81.52	25.46	41.6	97.2	20.4	7.58
12/28/2006	29.98	663.64	80.87	25.24	41.36	96.97	20.42	7.5
12/29/2006	29.86	660.41	84.84	25.09	41.19	97.15	20.25	7.51
1/3/2007	29.86	660.29	83.8	25.49	41.62	97.27	20.35	7.51
1/4/2007	29.81	661	85.66	26.24	41.68	98.31	21.17	7.7
1/5/2007	29.64	657.5	85.05	26.16	42.2	97.42	21.1	7.62
1/8/2007	29.93	659.15	85.47	26.17	41.97	98.9	21.01	7.73
1/9/2007	29.96	657.89	92.57	26.84	42.2	100.07	21.03	7.79
1/10/2007	29.66	658.35	97	27.26	42.2	98.89	21.52	7.73
