state	year	so2	pcinc
22	40	0.08535	3315.217
22	41	0.08788	3426.573
22	42	0.09186	4130.127
22	43	0.09975	5035.691
22	44	0.10792	5361.781
22	45	0.11097	5253.429
22	46	0.09862	4449.244
22	47	0.10831	4269.663
22	48	0.08806	4685.185
22	49	0.07914	4962.791
22	50	0.07045	5050
22	51	0.07243	5163.09
22	52	0.05843	5336.134
22	53	0.06017	5621.849
22	54	0.04909	5489.712
22	55	0.05651	5635.628
22	56	0.05425	5932.54
22	57	0.05187	6192.308
22	58	0.04579	6189.394
22	59	0.04509	6244.444
22	60	0.04566	6141.818
22	61	0.04577	6274.368
22	62	0.04516	6379.433
22	63	0.04492	6650.35
22	64	0.04476	6859.107
22	65	0.04428	7178.451
22	66	0.04405	7584.967
22	67	0.04493	8019.108
22	68	0.04617	8363.914
22	69	0.04719	8425.22
22	70	0.04784	8612.36
22	71	0.0568	8770.053
22	72	0.06501	9123.711
22	73	0.07367	9609.756
22	74	0.0623	9831.858
22	75	0.0559	9969.325
22	76	0.14935	10561.78
22	77	0.2371	10886.28
22	78	0.0795	11506.73
22	79	0.0836	11843.89
22	80	0.09352	12145.66
22	81	0.10062	12676.09
22	82	0.0934	12587.59
22	83	0.09009	12308.58
22	84	0.0937	12524.55
22	85	0.09257	12496.24
22	86	0.0823	12086.46
22	87	0.08815	11742
22	88	0.09332	12061.42
22	89	0.0984	12126.26
22	90	0.09613	12429.07
22	91	0.10049	12597.33
22	92	0.09823	12807.29
22	93	0.10024	13076.62
22	94	0.10066	13623.36
23	29	0.11545	4255.014
23	30	0.10751	4207.407
23	31	0.09168	3993.399
23	32	0.07853	3477.038
23	33	0.07794	3570.732
23	34	0.08444	3677.13
23	35	0.08494	3699.825
23	36	0.08334	4307.825
23	37	0.09265	4177.741
23	38	0.09608	3924.051
23	39	0.08864	4132.091
23	40	0.09278	4644.649
23	41	0.10361	4840.715
23	42	0.11448	5997.171
23	43	0.12871	7086.308
23	44	0.13119	6759.431
23	45	0.12521	6380.441
23	46	0.08327	6074.514
23	47	0.11828	5661.944
23	48	0.1077	5685.185
23	49	0.04756	5465.116
23	50	0.06446	5404.545
23	51	0.07108	5643.777
23	52	0.05479	6016.807
23	53	0.05689	6067.227
23	54	0.04792	5942.387
23	55	0.05281	6380.567
23	56	0.06099	6599.206
23	57	0.05711	6588.462
23	58	0.05993	6765.152
23	59	0.05983	6811.111
23	60	0.05943	6930.909
23	61	0.05908	6819.495
23	62	0.06299	6971.631
23	63	0.06589	7104.895
23	64	0.06671	7539.519
23	65	0.07022	7989.899
23	66	0.07187	8274.51
23	67	0.07426	8458.599
23	68	0.08073	8779.817
23	69	0.0846	9175.953
23	70	0.08806	9553.371
23	71	0.07663	9550.802
23	72	0.07367	9873.711
23	73	0.07324	10441.46
23	74	0.07297	10393.81
23	75	0.06809	10118.61
23	76	0.04376	10835.91
23	77	0.01901	10870.04
23	78	0.06729	11131.31
23	79	0.06498	11323.03
23	80	0.05573	11509.8
23	81	0.07377	11637.53
23	82	0.06935	11743.31
23	83	0.06708	12034.8
23	84	0.06918	12707.59
23	85	0.06806	13084.85
23	86	0.07375	13811.46
23	87	0.0693	14270
23	88	0.07486	14735.12
23	89	0.07178	15065.87
23	90	0.06768	14829.42
23	91	0.07297	14456.14
23	92	0.06566	14644.53
23	93	0.06401	14760.66
23	94	0.06439	15067.29
24	29	0.12772	5401.146
24	30	0.12226	5162.963
24	31	0.1062	5148.515
24	32	0.09654	4676.664
24	33	0.11333	4439.024
24	34	0.09883	4573.991
24	35	0.10238	4677.138
24	36	0.11233	5210.662
24	37	0.12031	5415.282
24	38	0.10305	5223.629
24	39	0.10651	5495.343
24	40	0.11422	6295.987
24	41	0.13047	6658.897
24	42	0.13961	7793.494
24	43	0.15222	8241.402
24	44	0.15395	8095.238
24	45	0.1451	7734.049
24	46	0.13269	7003.24
24	47	0.14026	6526.624
24	48	0.12538	6805.556
24	49	0.112	6809.302
24	50	0.10713	7313.636
24	51	0.10453	7643.777
24	52	0.09483	8025.21
24	53	0.09226	8352.941
24	54	0.08003	7864.198
24	55	0.08394	8170.04
24	56	0.08614	8527.778
24	57	0.0863	8561.538
24	58	0.09893	8424.242
24	59	0.09633	8488.889
24	60	0.09114	8629.091
24	61	0.08471	8920.578
24	62	0.08863	9212.766
24	63	0.09574	9367.133
24	64	0.10419	9745.704
24	65	0.1134	10158.25
24	66	0.11446	10601.31
24	67	0.1128	11082.8
24	68	0.11645	11593.27
24	69	0.11732	12193.55
24	70	0.11816	12626.4
24	71	0.10573	12759.36
24	72	0.09487	13280.93
24	73	0.06564	13892.68
24	74	0.07558	13734.51
24	75	0.07076	13613.5
24	76	0.05383	14057.92
24	77	0.05579	14187.73
24	78	0.07712	14702.02
24	79	0.08679	14938.18
24	80	0.08092	15159.66
24	81	0.0786	15415.17
24	82	0.07379	15558.39
24	83	0.07136	15935.03
24	84	0.07342	16893.97
24	85	0.07188	17532.76
24	86	0.07493	18155.21
24	87	0.08015	18508
24	88	0.08133	18908.83
24	89	0.08384	19309.24
24	90	0.07855	19225.41
24	91	0.07306	18781.12
24	92	0.07194	18793.52
24	93	0.07439	18891.79
24	94	0.07245	19216.55
25	29	0.09767	6418.338
25	30	0.08307	6125.926
25	31	0.07014	6188.119
25	32	0.05964	5670.103
25	33	0.06048	5375.61
25	34	0.06434	5390.135
25	35	0.0654	5541.012
25	36	0.06752	6070.507
25	37	0.06999	6004.983
25	38	0.06666	5594.937
25	39	0.06739	6054.191
25	40	0.06959	6709.866
25	41	0.07446	6915.307
25	42	0.0796	7510.608
25	43	0.08769	8111.616
25	44	0.08695	7971.552
25	45	0.08566	7978.533
25	46	0.04982	7483.801
25	47	0.08288	6956.522
25	48	0.08182	6907.407
25	49	0.04441	6809.302
25	50	0.06285	7440.909
25	51	0.05911	7725.322
25	52	0.06356	7886.555
25	53	0.05793	8113.445
25	54	0.0627	7884.774
25	55	0.05515	8327.935
25	56	0.07102	8654.762
25	57	0.0637	8773.077
25	58	0.07522	8731.061
25	59	0.07401	8951.852
25	60	0.07221	9076.364
25	61	0.07274	9353.791
25	62	0.07761	9634.752
25	63	0.08107	9734.266
25	64	0.0793	10030.93
25	65	0.08477	10430.98
25	66	0.07925	10895.42
25	67	0.08593	11464.97
25	68	0.0904	11990.83
25	69	0.095	12454.55
25	70	0.098	12682.58
25	71	0.06121	12756.68
25	72	0.04141	13221.65
25	73	0.02377	13570.73
25	74	0.04416	13347.35
25	75	0.04545	13179.96
25	76	0.07415	13490.35
25	77	0.10099	13754.51
25	78	0.06911	14252.53
25	79	0.06718	14602.78
25	80	0.05739	14928.57
25	81	0.05793	15173.52
25	82	0.05463	15510.95
25	83	0.05295	15981.44
25	84	0.05474	17104.91
25	85	0.05381	17640.17
25	86	0.05821	18537.5
25	87	0.05438	19066
25	88	0.0562	19949.14
25	89	0.05597	19842.63
25	90	0.05023	19362.05
25	91	0.05156	19017.54
25	92	0.04681	19086.64
25	93	0.03637	19281.99
25	94	0.03385	19805.88
26	29	0.21108	5580.229
26	30	0.20027	4792.593
26	31	0.17525	4389.439
26	32	0.15481	3636.364
26	33	0.15563	3336.585
26	34	0.15986	4000
26	35	0.15958	4563.7
26	36	0.17858	5262.253
26	37	0.18541	5614.618
26	38	0.14754	4759.494
26	39	0.1594	5224.386
26	40	0.17016	6003.344
26	41	0.18817	6363.636
26	42	0.20308	7347.949
26	43	0.22978	8702.141
26	44	0.22662	8528.139
26	45	0.21592	7841.383
26	46	0.17807	7122.03
26	47	0.1975	7107.963
26	48	0.18599	7129.63
26	49	0.15419	6995.349
26	50	0.1613	7695.455
26	51	0.15985	8025.751
26	52	0.15909	8222.689
26	53	0.15547	9117.647
26	54	0.15308	8403.292
26	55	0.14768	8910.931
26	56	0.14366	8880.952
26	57	0.14553	8723.077
26	58	0.15747	8340.909
26	59	0.15521	8544.444
26	60	0.14984	8647.273
26	61	0.14429	8527.076
26	62	0.15058	8929.078
26	63	0.16019	9248.252
26	64	0.17076	9810.997
26	65	0.18184	10488.22
26	66	0.19366	10908.5
26	67	0.18529	10949.04
26	68	0.194	11550.46
26	69	0.19438	11897.36
26	70	0.19682	11592.7
26	71	0.18234	11901.07
26	72	0.17576	12654.64
26	73	0.15513	13365.85
26	74	0.15791	12920.35
26	75	0.14793	12601.23
26	76	0.13014	13449.81
26	77	0.12364	14142.6
26	78	0.12445	14654.88
26	79	0.10634	14732.61
26	80	0.09313	14221.29
26	81	0.06341	14011.57
26	82	0.06044	13597.32
26	83	0.05931	13850.35
26	84	0.06174	14716.52
26	85	0.06093	15277.12
26	86	0.06373	15733.33
26	87	0.06699	15607
26	88	0.06329	15836.85
26	89	0.06024	16053.06
26	90	0.05642	15872.06
26	91	0.0559	15624.9
26	92	0.05293	15984.62
26	93	0.0532	16271.72
26	94	0.05507	17148.49
27	29	0.17732	4240.688
27	30	0.15491	4037.037
27	31	0.12316	3721.122
27	32	0.09864	3355.201
27	33	0.101	2965.854
27	34	0.10946	3165.919
27	35	0.11263	3883.072
27	36	0.11413	4015.477
27	37	0.11509	4435.216
27	38	0.1101	4109.705
27	39	0.11113	4326.842
27	40	0.11015	4678.094
27	41	0.12698	4724.165
27	42	0.14156	5579.915
27	43	0.16017	6093.446
27	44	0.16424	6171.923
27	45	0.15771	6565.295
27	46	0.10721	6371.49
27	47	0.14414	6155.349
27	48	0.12029	6675.926
27	49	0.0696	6139.535
27	50	0.07643	6500
27	51	0.08233	6759.657
27	52	0.05929	6819.328
27	53	0.06199	7142.857
27	54	0.03352	7049.383
27	55	0.05507	7190.283
27	56	0.05928	7242.063
27	57	0.063	7365.385
27	58	0.08874	7590.909
27	59	0.08804	7600
27	60	0.08021	7781.818
27	61	0.07782	8010.83
27	62	0.0778	8198.582
27	63	0.07918	8534.965
27	64	0.08114	8659.794
27	65	0.08291	9309.764
27	66	0.0968	9735.294
27	67	0.09089	10082.8
27	68	0.09963	10525.99
27	69	0.10076	10941.35
27	70	0.10407	11207.87
27	71	0.09391	11237.97
27	72	0.08808	11701.03
27	73	0.07185	12958.54
27	74	0.07731	12626.11
27	75	0.07275	12404.91
27	76	0.05801	12681.47
27	77	0.05554	13290.61
27	78	0.05497	13850.17
27	79	0.04948	14103.55
27	80	0.0436	13980.39
27	81	0.04022	14052.7
27	82	0.03776	14048.66
27	83	0.0367	13986.08
27	84	0.03806	15151.79
27	85	0.03743	15373.79
27	86	0.0316	15752.08
27	87	0.03144	15962
27	88	0.03341	15838.77
27	89	0.03342	16324.79
27	90	0.03299	16343.78
27	91	0.03104	16099.42
27	92	0.03056	16561.13
27	93	0.0321	16517.38
27	94	0.03123	17213.46
28	29	0.08359	2012.894
28	30	0.07728	1466.667
28	31	0.0722	1410.891
28	32	0.06687	1162.137
28	33	0.06498	1258.537
28	34	0.06878	1533.632
28	35	0.0689	1527.051
28	36	0.07578	1943.25
28	37	0.07815	1843.854
28	38	0.06394	1670.886
28	39	0.06779	1710.415
28	40	0.07285	2111.204
28	41	0.08697	2354.312
28	42	0.09783	3076.379
28	43	0.10837	3419.857
28	44	0.11629	3865.182
28	45	0.11367	3732.856
28	46	0.08389	3288.337
28	47	0.11442	3258.427
28	48	0.09761	3731.481
28	49	0.05778	3288.372
28	50	0.06112	3518.182
28	51	0.06942	3665.236
28	52	0.04368	3819.328
28	53	0.04935	3974.79
28	54	0.03554	3827.16
28	55	0.04539	4234.818
28	56	0.04604	4174.603
28	57	0.04331	4096.154
28	58	0.03681	4382.576
28	59	0.03571	4618.519
28	60	0.03708	4494.545
28	61	0.03704	4754.513
28	62	0.03633	4808.511
28	63	0.03579	5216.783
28	64	0.03618	5319.588
28	65	0.03556	5649.832
28	66	0.04469	5970.588
28	67	0.04315	6340.764
28	68	0.05027	6666.667
28	69	0.05275	6938.416
28	70	0.05666	7280.899
28	71	0.07752	7502.674
28	72	0.09528	8092.784
28	73	0.11522	8636.585
28	74	0.09247	8517.699
28	75	0.08342	8396.728
28	76	0.09242	8944.015
28	77	0.09351	9252.708
28	78	0.12896	9511.785
28	79	0.12631	9843.895
28	80	0.09951	9619.048
28	81	0.07412	9847.044
28	82	0.06944	9755.474
28	83	0.06735	9661.253
28	84	0.06985	10104.91
28	85	0.06887	10149.3
28	86	0.08187	10258.33
28	87	0.07217	10446
28	88	0.08428	10730.33
28	89	0.08476	10901.19
28	90	0.0987	10940.82
28	91	0.09697	11039.26
28	92	0.09251	11391.9
28	93	0.10743	11623.22
28	94	0.08764	12214.23
29	29	0.26453	4405.444
29	30	0.22932	4118.519
29	31	0.18456	4009.901
29	32	0.15109	3383.318
29	33	0.15318	3209.756
29	34	0.16385	3246.637
29	35	0.16747	3630.017
29	36	0.1776	3963.887
29	37	0.18294	4169.435
29	38	0.16767	3957.806
29	39	0.17576	4208.298
29	40	0.18109	4719.9
29	41	0.20028	4910.645
29	42	0.21594	5636.492
29	43	0.24357	6190.785
29	44	0.25512	6555.349
29	45	0.2509	6684.556
29	46	0.1817	6376.89
29	47	0.22941	5925.745
29	48	0.19761	6319.444
29	49	0.12899	6130.233
29	50	0.13501	6454.545
29	51	0.13182	6639.485
29	52	0.13568	6936.975
29	53	0.13282	7264.706
29	54	0.13415	7078.189
29	55	0.12826	7331.984
29	56	0.12565	7527.778
29	57	0.12759	7465.385
29	58	0.13709	7696.97
29	59	0.13424	7837.037
29	60	0.1284	7785.455
29	61	0.13334	7938.628
29	62	0.14507	8191.489
29	63	0.15801	8412.587
29	64	0.17071	8625.43
29	65	0.18543	9148.148
29	66	0.20484	9392.157
29	67	0.19236	9707.006
29	68	0.20458	10238.53
29	69	0.20275	10366.57
29	70	0.20593	10696.63
29	71	0.21048	10890.37
29	72	0.24437	11337.63
29	73	0.32879	11956.1
29	74	0.27751	11555.31
29	75	0.25626	11566.46
29	76	0.26263	12009.65
29	77	0.26321	12435.02
29	78	0.2572	12944.44
29	79	0.25719	13282.84
29	80	0.24825	12963.59
29	81	0.24664	13264.78
29	82	0.23279	13225.06
29	83	0.22612	13368.91
29	84	0.23392	14133.93
29	85	0.23037	14541.35
29	86	0.20641	14854.17
29	87	0.20933	14877
29	88	0.20204	14942.42
29	89	0.20561	15143.64
29	90	0.19079	15151.44
29	91	0.17755	15120.3
29	92	0.16373	15367.61
29	93	0.12061	15403.63
29	94	0.1359	15902.55
30	29	0.65276	4197.708
30	30	0.6049	3666.667
30	31	0.57398	3118.812
30	32	0.55	3130.272
30	33	0.54707	2868.293
30	34	0.54312	3219.731
30	35	0.53641	4109.948
30	36	0.58851	4041.273
30	37	0.64628	4202.658
30	38	0.70467	4295.359
30	39	0.75664	4445.385
30	40	0.78601	5142.14
30	41	0.75686	5477.855
30	42	0.72897	6308.345
30	43	0.73314	7397.794
30	44	0.68333	7266.543
30	45	0.59114	7131.783
30	46	0.54505	7003.24
30	47	0.58538	7186.126
30	48	0.56942	7546.296
30	49	0.53389	6511.628
30	50	0.53403	7486.364
30	51	0.56556	7721.03
30	52	0.5569	7613.445
30	53	0.57335	7571.429
30	54	0.56787	7251.029
30	55	0.59779	7619.433
30	56	0.56844	7603.175
30	57	0.53473	7584.615
30	58	0.51881	7799.242
30	59	0.49704	7462.963
30	60	0.47081	7490.909
30	61	0.46384	7252.708
30	62	0.46558	8308.511
30	63	0.46537	8069.93
30	64	0.47193	8044.674
30	65	0.4749	8508.418
30	66	0.49524	8856.209
30	67	0.51919	8898.089
30	68	0.5424	8984.709
30	69	0.56668	9407.625
30	70	0.58644	9898.876
30	71	0.49811	9815.508
30	72	0.45171	10891.75
30	73	0.40996	11870.73
30	74	0.31483	11522.12
30	75	0.23056	11445.81
30	76	0.26315	11494.21
30	77	0.2815	11471.12
30	78	0.21156	12483.16
30	79	0.20507	12307.57
30	80	0.19679	12224.09
30	81	0.11729	12574.55
30	82	0.10942	12368.61
30	83	0.10528	12325.99
30	84	0.10868	12334.82
30	85	0.10744	12094.52
30	86	0.09455	12511.46
30	87	0.09606	12485
30	88	0.10282	12314.78
30	89	0.10277	12947.85
30	90	0.09731	12829.42
30	91	0.0971	13176.27
30	92	0.09824	13402.43
30	93	0.09408	13921.01
30	94	0.09557	13785
31	29	0.21385	4197.708
31	30	0.17103	3792.593
31	31	0.13148	3349.835
31	32	0.10101	2830.366
31	33	0.1054	2634.146
31	34	0.11795	2286.996
31	35	0.12437	3516.579
31	36	0.12667	3361.995
31	37	0.12921	3397.01
31	38	0.12895	3358.65
31	39	0.13048	3327.688
31	40	0.12784	3913.043
31	41	0.1442	4219.114
31	42	0.15809	5749.646
31	43	0.17123	6547.696
31	44	0.17564	6691.404
31	45	0.17184	7012.522
31	46	0.11885	6349.892
31	47	0.16528	6165.12
31	48	0.13636	7175.926
31	49	0.07321	6232.558
31	50	0.07955	7072.727
31	51	0.09096	7025.751
31	52	0.05099	7378.151
31	53	0.05675	7029.412
31	54	0.01465	7201.646
31	55	0.04637	6655.87
31	56	0.0468	6630.952
31	57	0.04592	7438.462
31	58	0.04529	7670.455
31	59	0.04458	7507.407
31	60	0.04371	7730.909
31	61	0.04134	7700.361
31	62	0.04277	8113.475
31	63	0.04634	8167.832
31	64	0.0507	8202.749
31	65	0.05564	8939.394
31	66	0.05472	9444.444
31	67	0.05588	9563.694
31	68	0.05536	9706.422
31	69	0.05561	10375.37
31	70	0.05507	10530.9
31	71	0.04861	10868.98
31	72	0.0437	11479.38
31	73	0.03226	12617.07
31	74	0.03657	11858.41
31	75	0.03448	12343.56
31	76	0.03528	12210.42
31	77	0.03669	12324.91
31	78	0.05249	13380.47
31	79	0.05048	13239.57
31	80	0.0436	12588.24
31	81	0.037	13321.34
31	82	0.03482	13184.91
31	83	0.03388	13018.56
31	84	0.03516	13747.77
31	85	0.03489	14006.44
31	86	0.03285	14128.13
31	87	0.03559	14108
31	88	0.0413	14597.89
31	89	0.03975	14684.35
31	90	0.04238	15125.33
31	91	0.04379	15056.81
31	92	0.04278	15535.22
31	93	0.04625	15559.24
31	94	0.0434	16105.18
32	29	1.16682	6117.479
32	30	1.10883	6066.667
32	31	1.02111	5305.281
32	32	0.95833	5070.291
32	33	1.02071	4721.951
32	34	0.93878	4780.269
32	35	0.93008	5610.82
32	36	1.10903	7110.92
32	37	1.27197	6212.625
32	38	1.42849	6464.135
32	39	1.57919	7146.486
32	40	1.61794	7554.348
32	41	1.43108	7482.517
32	42	1.18828	10884.02
32	43	1.03686	9695.003
32	44	0.96684	9059.988
32	45	0.93839	9493.143
32	46	0.99426	9357.451
32	47	1.03074	8549.096
32	48	0.99252	8060.185
32	49	1.02752	8260.465
32	50	1.02303	8936.364
32	51	1.07508	9369.099
32	52	1.0444	9962.185
32	53	1.0441	10189.08
32	54	1.00399	9843.621
32	55	0.96686	10137.65
32	56	0.90721	9769.841
32	57	0.85981	9746.154
32	58	0.81877	9704.545
32	59	0.77775	10070.37
32	60	0.7381	10378.18
32	61	0.6706	10537.91
32	62	0.5929	11148.94
32	63	0.51941	10954.55
32	64	0.48041	10835.05
32	65	0.45752	10925.93
32	66	0.50059	11156.86
32	67	0.53748	11490.45
32	68	0.56309	12428.13
32	69	0.58349	13131.96
32	70	0.60748	13685.39
32	71	0.54595	13665.78
32	72	0.5322	13989.69
32	73	0.55147	14578.05
32	74	0.4627	13944.69
32	75	0.3979	13877.3
32	76	0.39932	14418.92
32	77	0.3806	15018.05
32	78	0.32405	16146.46
32	79	0.29305	16284.39
32	80	0.25871	16189.08
32	81	0.05586	16137.53
32	82	0.05067	15439.17
32	83	0.04827	15291.18
32	84	0.04901	15822.54
32	85	0.04718	16271.75
32	86	0.06696	16703.13
32	87	0.06021	16834
32	88	0.06481	17185.22
32	89	0.0559	17721.87
32	90	0.05314	17627.5
32	91	0.05108	17402.67
32	92	0.05151	17758.7
32	93	0.04585	17951.82
32	94	0.04326	18419.95
33	29	0.1028	4849.57
33	30	0.10302	4725.926
33	31	0.08722	4537.954
33	32	0.07384	3936.27
33	33	0.07337	3990.244
33	34	0.07917	4206.278
33	35	0.07901	4284.468
33	36	0.07693	4557.18
33	37	0.09149	4634.551
33	38	0.10309	4438.819
33	39	0.08774	4690.94
33	40	0.0929	5242.475
33	41	0.10388	5439.005
33	42	0.11491	5947.666
33	43	0.12766	6268.657
33	44	0.129	6450.216
33	45	0.12023	6571.258
33	46	0.07643	6155.508
33	47	0.10733	5891.549
33	48	0.10391	5907.407
33	49	0.03341	5860.465
33	50	0.05754	6090.909
33	51	0.06352	6420.601
33	52	0.05076	6575.63
33	53	0.05127	6899.16
33	54	0.03916	6971.193
33	55	0.04796	7372.47
33	56	0.05054	7515.873
33	57	0.04974	7688.462
33	58	0.05738	7575.758
33	59	0.05562	7855.556
33	60	0.05249	7974.545
33	61	0.04837	8223.827
33	62	0.05032	8464.539
33	63	0.05499	8472.028
33	64	0.05816	8762.887
33	65	0.06273	9134.68
33	66	0.09532	9722.222
33	67	0.08586	10130.57
33	68	0.11042	10596.33
33	69	0.11727	10970.67
33	70	0.12753	10926.97
33	71	0.11214	10911.76
33	72	0.10636	11347.94
33	73	0.09945	11853.66
33	74	0.09959	11610.62
33	75	0.09374	11384.46
33	76	0.11145	12032.82
33	77	0.12502	12348.38
33	78	0.0762	12978.11
33	79	0.08443	13425.04
33	80	0.08969	13729.69
33	81	0.09912	14044.99
33	82	0.09243	14239.66
33	83	0.08909	14937.35
33	84	0.09096	16023.44
33	85	0.08823	16866.81
33	86	0.07488	17770.83
33	87	0.07983	18039
33	88	0.08759	18514.4
33	89	0.08407	18277.22
33	90	0.07431	17604
33	91	0.05703	17563.07
33	92	0.06437	17640.49
33	93	0.0593	17624.01
33	94	0.05621	18314
34	29	0.20434	6489.971
34	30	0.1807	6185.185
34	31	0.14488	5981.848
34	32	0.12379	5407.685
34	33	0.16652	4995.122
34	34	0.13573	5058.296
34	35	0.14542	5375.218
34	36	0.14154	6018.917
34	37	0.16098	6121.262
34	38	0.17536	5780.591
34	39	0.15473	6240.474
34	40	0.16049	7023.411
34	41	0.17773	7327.117
34	42	0.18846	8154.173
34	43	0.21771	9169.371
34	44	0.23053	9523.81
34	45	0.22835	9350.03
34	46	0.197	8153.348
34	47	0.20401	7596.483
34	48	0.16782	7546.296
34	49	0.14013	7479.07
34	50	0.13043	8109.091
34	51	0.12942	8506.438
34	52	0.10862	8794.118
34	53	0.10549	9294.118
34	54	0.0823	9065.844
34	55	0.0945	9255.061
34	56	0.0968	9654.762
34	57	0.08998	9746.154
34	58	0.08851	9500
34	59	0.08618	9796.296
34	60	0.08365	9992.727
34	61	0.07873	10158.84
34	62	0.08183	10539.01
34	63	0.08713	10653.85
34	64	0.09263	11027.49
34	65	0.09982	11471.38
34	66	0.08542	11915.03
34	67	0.0919	12398.09
34	68	0.08675	12963.3
34	69	0.08638	13205.28
34	70	0.08439	13491.57
34	71	0.06232	13641.71
34	72	0.04953	14144.33
34	73	0.03362	14624.39
34	74	0.04588	14420.35
34	75	0.04485	14247.44
34	76	0.0414	14706.56
34	77	0.03569	15057.76
34	78	0.04362	15622.9
34	79	0.04455	15969.09
34	80	0.04249	16313.73
34	81	0.0295	16597.69
34	82	0.02774	16852.8
34	83	0.02689	17323.67
34	84	0.02782	18368.3
34	85	0.02735	18846.4
34	86	0.02505	19506.25
34	87	0.02534	19995
34	88	0.02524	20853.17
34	89	0.02543	21147.3
34	90	0.02368	21046.13
34	91	0.02265	20672.51
34	92	0.0216	21126.32
34	93	0.02145	21195.89
34	94	0.02065	21455.53
35	29	0.35005	2901.146
35	30	0.32791	2437.037
35	31	0.27977	2351.485
35	32	0.2381	1921.275
35	33	0.20933	2019.512
35	34	0.18004	2179.372
35	35	0.15159	2513.089
35	36	0.20861	2906.277
35	37	0.26245	2965.116
35	38	0.31577	2810.127
35	39	0.36705	2972.058
35	40	0.40474	3419.732
35	41	0.4273	3628.594
35	42	0.42443	4441.301
35	43	0.40424	4951.33
35	44	0.40728	5398.887
35	45	0.39806	5569.469
35	46	0.3766	4967.603
35	47	0.38077	4894.968
35	48	0.37162	5175.926
35	49	0.34647	5302.326
35	50	0.334	5445.455
35	51	0.32513	5751.073
35	52	0.30408	5949.58
35	53	0.29817	6037.815
35	54	0.28569	5991.77
35	55	0.28667	6210.526
35	56	0.27125	6408.73
35	57	0.25314	6623.077
35	58	0.23719	6863.636
35	59	0.22409	6977.778
35	60	0.20943	6781.818
35	61	0.2158	6963.899
35	62	0.23551	7031.915
35	63	0.26063	7090.909
35	64	0.28304	7230.241
35	65	0.31181	7478.114
35	66	0.36528	7709.15
35	67	0.3924	7888.535
35	68	0.43907	8232.416
35	69	0.46622	8469.208
35	70	0.49873	8820.225
35	71	0.46797	9013.369
35	72	0.47029	9510.309
35	73	0.47529	9904.878
35	74	0.43734	9893.805
35	75	0.39406	10065.44
35	76	0.36837	10386.1
35	77	0.32414	10711.19
35	78	0.2271	11228.96
35	79	0.2199	11448.22
35	80	0.20651	11410.36
35	81	0.19007	11655.53
35	82	0.17524	11683.7
35	83	0.16703	11585.85
35	84	0.17109	11883.93
35	85	0.16675	12161.12
35	86	0.1561	12043.75
35	87	0.145	11893
35	88	0.15635	12047.98
35	89	0.17615	12248.86
35	90	0.16906	12369.89
35	91	0.15587	12378.45
35	92	0.15994	12563.56
35	93	0.15917	12871.25
35	94	0.15933	13167.05
36	29	0.10888	8144.699
36	30	0.09845	7562.963
36	31	0.08031	7153.465
36	32	0.06723	6232.427
36	33	0.0732	5980.488
36	34	0.07229	5991.031
36	35	0.0735	6204.188
36	36	0.07159	6852.966
36	37	0.08335	6860.465
36	38	0.08984	6556.962
36	39	0.07889	6883.997
36	40	0.08528	7504.181
36	41	0.09306	7630.148
36	42	0.09944	8168.317
36	43	0.10881	8870.863
36	44	0.10967	9412.492
36	45	0.11404	9707.812
36	46	0.09407	9071.274
36	47	0.10364	8343.918
36	48	0.09978	8083.333
36	49	0.07984	7925.581
36	50	0.08742	8322.727
36	51	0.08653	8480.687
36	52	0.07418	8529.412
36	53	0.06991	8899.16
36	54	0.05697	8847.737
36	55	0.06269	9190.283
36	56	0.0719	9480.159
36	57	0.06665	9580.769
36	58	0.07626	9556.818
36	59	0.07598	9874.074
36	60	0.07309	10021.82
36	61	0.07195	10249.1
36	62	0.07404	10457.45
36	63	0.07699	10629.37
36	64	0.07734	11075.6
36	65	0.08096	11451.18
36	66	0.07623	11892.16
36	67	0.07855	12461.78
36	68	0.07747	13119.27
36	69	0.07789	13472.14
36	70	0.07736	13651.69
36	71	0.07031	13794.12
36	72	0.06636	14226.8
36	73	0.05589	14502.44
36	74	0.06014	14254.42
36	75	0.05683	14089.98
36	76	0.04196	14276.06
36	77	0.02448	14509.03
36	78	0.05688	14875.42
36	79	0.05599	15064.91
36	80	0.05065	15274.51
36	81	0.03992	15583.55
36	82	0.03761	15841.85
36	83	0.03643	16095.13
36	84	0.03781	17022.32
36	85	0.03732	17457.57
36	86	0.03606	18140.63
36	87	0.03667	18440
36	88	0.03705	18914.59
36	89	0.03817	19197.62
36	90	0.03764	19426.46
36	91	0.03573	19154.55
36	92	0.03321	19544.13
36	93	0.02979	19625.59
36	94	0.02752	19900.23
37	29	0.06193	2342.407
37	30	0.06569	2125.926
37	31	0.06029	2013.201
37	32	0.05516	1715.089
37	33	0.05477	2000
37	34	0.05569	2233.184
37	35	0.05598	2329.843
37	36	0.06426	2527.945
37	37	0.06707	2657.807
37	38	0.05058	2447.257
37	39	0.05577	2633.362
37	40	0.06149	3043.478
37	41	0.07365	3240.093
37	42	0.08403	4002.829
37	43	0.09424	4451.655
37	44	0.09526	4700.062
37	45	0.09357	4871.795
37	46	0.0834	4638.229
37	47	0.08963	4362.482
37	48	0.08775	4629.63
37	49	0.07955	4493.023
37	50	0.07992	4886.364
37	51	0.08054	5103.004
37	52	0.07752	5151.261
